_id,rescent_price,release_price,OG,Retro,SP,QS,SB,SE,model_no,last_price,max_price,min_price,benefit
Jordan 1 Retro High OG Pollen,160000,199000,1,1,0,0,0,0,555088-701,153000.0,380000.0,148000.0,76.88442211055276
Jordan 1 Low Bred Toe,127000,129000,0,0,0,0,0,0,553558-612,125000.0,294000.0,120000.0,96.89922480620154
Jordan 1 Retro Low OG Bleached Coral,195000,159000,1,1,0,0,0,0,CZ0790-061,340000.0,340000.0,147000.0,213.83647798742138
(W) Jordan 1 Retro High OG Lucky Green,284000,199000,1,1,0,0,0,0,DB4612-300,350000.0,649000.0,213000.0,175.87939698492463
(W) Jordan 1 Retro High OG Atmosphere,219000,209000,1,1,0,0,0,0,DD9335-641,182000.0,350000.0,170000.0,87.08133971291866
(W) Jordan 1 Mid Grey Fog,270000,139000,0,0,0,0,0,0,BQ6472-015,297000.0,416000.0,230000.0,213.66906474820144
Jordan 1 Low Light Smoke Grey Black,210000,129000,0,0,0,0,0,0,553558-052,252000.0,270000.0,179000.0,195.3488372093023
Jordan 1 Retro High OG Patent Bred,201000,199000,1,1,0,0,0,0,555088-063,300000.0,465000.0,189000.0,150.75376884422113
(W) Jordan 1 Elevate Low SE University Blue,190000,169000,0,0,0,0,0,1,DQ3698-141,200000.0,292000.0,168000.0,118.34319526627219
Jordan 1 Retro High OG Shadow 2.0,266000,199000,1,1,0,0,0,0,555088-035,520000.0,579000.0,207000.0,261.3065326633166
(GS) Jordan 4 Retro White and Black,253000,169000,0,1,0,0,0,0,408452-111,210000.0,288000.0,175000.0,124.2603550295858
Jordan 1 High 85 College Navy,309000,229000,0,0,0,0,0,0,BQ4422-400,279000.0,804000.0,238000.0,121.83406113537119
Jordan 1 Low Cardinal Red,149000,129000,0,0,0,0,0,0,553558-607,182000.0,228000.0,131000.0,141.08527131782947
Jordan 1 Retro High OG Gym Red,363000,199000,1,1,0,0,0,0,555088-061,385000.0,559000.0,349000.0,193.4673366834171
(GS) Jordan 1 Low OG Starfish,275000,130300,1,0,0,0,0,0,CZ0858-801,277000.0,378000.0,220000.0,212.58633921719107
(GS) Jordan 1 Mid Light Smoke Grey Anthracite,210000,119000,0,0,0,0,0,0,554725-078,270000.0,279000.0,179000.0,226.890756302521
(GS) Jordan 1 Mid Light Arctic Pink,233000,109000,0,0,0,0,0,0,555112-103,223000.0,480000.0,145000.0,204.58715596330273
Jordan 1 Mid College Grey,138000,139000,0,0,0,0,0,0,554724-082,144000.0,350000.0,129000.0,103.59712230215827
Jordan 1 Low Black Particle Grey,303000,119000,0,0,0,0,0,0,553558-040,310000.0,440000.0,161000.0,260.5042016806723
Jordan 1 x Travis Scott Retro High OG SP Mocha,2000000,239000,1,1,1,0,0,0,CD4487-100,2600000.0,3220000.0,1730000.0,1087.8661087866108
Jordan 1 Retro Low OG Mystic Navy,153000,159000,1,1,0,0,0,0,CZ0790-041,154000.0,175000.0,137000.0,96.85534591194968
Jordan 1 Mid SE Diamond,165000,159000,0,0,0,0,0,1,DH6933-100,160000.0,401000.0,150000.0,100.62893081761007
Jordan 1 Element Gore-Tex Sail,232000,239000,0,0,0,0,0,0,DB2889-100,235000.0,430000.0,210000.0,98.32635983263597
Jordan 1 Retro High OG Light Smoke Grey,314000,199000,1,1,0,0,0,0,555088-126,354000.0,517000.0,223000.0,177.8894472361809
Jordan 1 Low Dark Teal,243000,119000,0,0,0,0,0,0,553558-411,274000.0,318000.0,207000.0,230.2521008403361
Jordan 1 Retro High OG Court Purple 2020,289000,199000,1,1,0,0,0,0,555088-500,625000.0,710000.0,273000.0,314.070351758794
Jordan 1 Mid Dark Teal,153000,139000,0,0,0,0,0,0,554724-411,167000.0,323000.0,136000.0,120.14388489208633
(W) Jordan 1 Low New Emerald,127000,129000,0,0,0,0,0,0,DC0774-132,170000.0,176000.0,128000.0,131.7829457364341
Jordan 1 Low SE Light Smoke Grey Gym Red,226000,129000,0,0,0,0,0,1,DC6991-016,230000.0,310000.0,172000.0,178.29457364341087
Jordan 1 Retro High OG Bordeaux,152000,199000,1,1,0,0,0,0,555088-611,340000.0,365000.0,121000.0,170.85427135678393
(W) Jordan 1 Mid White Hyper Royal,246000,139000,0,0,0,0,0,0,BQ6472-104,218000.0,379000.0,140000.0,156.83453237410072
Jordan 1 Mid SE ASW Black,239000,139000,0,0,0,0,0,1,DD1649-001,258000.0,400000.0,192000.0,185.6115107913669
Jordan 1 Retro High OG CO.JP Midnight Navy,426000,199000,1,1,0,0,0,0,DC1788-100,450000.0,643000.0,232000.0,226.13065326633165
Jordan 1 Retro High OG Hyper Royal,380000,199000,1,1,0,0,0,0,555088-402,540000.0,600000.0,281000.0,271.356783919598
(W) Jordan 1 Mid SE Light Mulberry,185000,159000,0,0,0,0,0,1,DC7267-500,184000.0,410000.0,170000.0,115.72327044025157
Jordan 1 Low Light Smoke Grey,585000,119000,0,0,0,0,0,0,553558-030,559000.0,669000.0,195000.0,469.74789915966386
Jordan 1 x Travis Scott Retro Low OG SP Mocha,1800000,159000,1,1,1,0,0,0,CQ4277-001,1989000.0,2839000.0,1030000.0,1250.943396226415
Jordan 1 Low Golf Shadow,225000,179000,0,0,0,0,0,0,DD9315-001,288000.0,400000.0,206000.0,160.89385474860336
(W) Jordan 1 Low White Grey Blue,149000,143400,0,0,0,0,0,0,DC0774-042,158000.0,179000.0,135000.0,110.18131101813111
(W) Jordan 1 Low SE Laser Orange,169000,139000,0,0,0,0,0,1,CZ4776-107,187000.0,430000.0,139000.0,134.53237410071944
Jordan 1 Low Dark Powder Blue,220000,119000,0,0,0,0,0,0,553558-144,225000.0,342000.0,119000.0,189.07563025210084
Jordan 1 Retro High OG Pine Green Black,284000,199000,1,1,0,0,0,0,555088-030,264000.0,339000.0,179000.0,132.66331658291458
(GS) Jordan 1 Retro High OG Bleached Coral,157000,149000,1,1,0,0,0,0,575441-108,170000.0,497000.0,145000.0,114.09395973154362
Jordan 4 Retro Tour Yellow,270000,229000,0,1,0,0,0,0,CT8527-700,291000.0,308000.0,221000.0,127.07423580786026
Jordan 1 Mid Chicago 2020,232000,149900,0,0,0,0,0,0,554724-173,234000.0,394000.0,220000.0,156.10406937958638
(W) Jordan 1 Elevate Low SE White Onyx,184000,159000,0,0,0,0,0,1,DH7004-102,183000.0,300000.0,170000.0,115.09433962264151
Jordan 1 Low Taxi,230000,129000,0,0,0,0,0,0,553558-701,176000.0,299000.0,161000.0,136.43410852713177
(GS) Jordan 1 Retro High OG Light Smoke Grey,263000,139000,1,1,0,0,0,0,575441-126,195000.0,450000.0,179000.0,140.28776978417267
Jordan 6 x Travis Scott Retro SP British Khaki,359000,299000,0,1,1,0,0,0,DH0690-200,369000.0,993000.0,296000.0,123.4113712374582
Jordan 1 Retro High OG Defiant SB LA to Chicago,659000,209000,1,1,0,0,1,0,CD6578-507,700000.0,1000000.0,601000.0,334.9282296650718
(W) Jordan 1 Low Guava Ice,500000,119000,0,0,0,0,0,0,DC0774-003,549000.0,549000.0,150000.0,461.344537815126
Jordan 1 Retro High OG Dark Marina Blue,140000,209000,1,1,0,0,0,0,555088-404,229000.0,280000.0,128000.0,109.56937799043062
(W) Jordan 1 Retro High Silver Toe,250000,199000,0,1,0,0,0,0,CD0461-001,228000.0,380000.0,180000.0,114.57286432160805
Jordan 1 Low Grey Fog Black Bleached Coral,134000,147100,0,0,0,0,0,0,553558-062,119000.0,300000.0,105000.0,80.89734874235214
(GS) Jordan 1 Mid SE Diamond,188000,126800,0,0,0,0,0,1,DN4321-100,234000.0,359000.0,152000.0,184.54258675078864
Jordan 1 Retro High OG Heritage,155000,209000,1,1,0,0,0,0,555088-161,150000.0,699000.0,140000.0,71.77033492822966
(GS) Jordan 1 Mid Gym Red Black White,224000,109000,0,0,0,0,0,0,DJ4695-122,254000.0,407000.0,125000.0,233.02752293577979
(W) Jordan 1 Mid Coconut Milk,153000,139000,0,0,0,0,0,0,BQ6472-121,159000.0,274000.0,143000.0,114.38848920863309
Jordan 6 Retro University Blue,206000,239000,0,1,0,0,0,0,CT8529-410,171000.0,326000.0,171000.0,71.54811715481172
Jordan 1 Mid Taxi,150000,149000,0,0,0,0,0,0,554724-701,159000.0,170000.0,144000.0,106.71140939597315
Jordan 1 Low White Gym Red Black,146000,129000,0,0,0,0,0,0,553558-163,159000.0,244000.0,139000.0,123.25581395348837
(W) Jordan 1 Low Sanddrift Washed Teal,118000,129000,0,0,0,0,0,0,DC0774-131,120000.0,230000.0,105000.0,93.02325581395348
Jordan 6 Retro Carmine 2021,249000,229000,0,1,0,0,0,0,CT8529-106,241000.0,320000.0,210000.0,105.24017467248908
Jordan 2 x Union Retro SP Grey Fog,180000,269000,0,1,1,0,0,0,DN3802-001,229000.0,349000.0,190000.0,85.13011152416357
Jordan 1 Low SE Craft White and Phantom,137000,139000,0,0,0,0,0,1,DN1635-100,120000.0,179000.0,116000.0,86.33093525179856
(GS) Jordan 1 Low White Gym Red Black,135000,109000,0,0,0,0,0,0,553560-163,117000.0,209000.0,105000.0,107.33944954128441
(GS) Jordan 1 Low Armory Navy,264000,99000,0,0,0,0,0,0,553560-411,313000.0,383000.0,137000.0,316.16161616161617
Jordan 1 Low Triple White Tumbled Leather 2020,249000,117300,0,0,0,0,0,0,553558-130,215000.0,250000.0,70000.0,183.29070758738277
Jordan 4 Retro Infrared,204000,239000,0,1,0,0,0,0,DH6927-061,219000.0,270000.0,205000.0,91.63179916317992
(GS) Jordan 1 Mid Dark Teal,173000,113700,0,0,0,0,0,0,554725-411,167000.0,398000.0,150000.0,146.87774846086194
(GS) Jordan 1 Low Dark Powder Blue,317000,99000,0,0,0,0,0,0,553560-144,208000.0,420000.0,109000.0,210.10101010101013
(W) Jordan 1 Zoom Air CMFT Light Bone,340000,169000,0,0,0,0,0,0,CT0979-002,287000.0,459000.0,172000.0,169.82248520710058
(GS) Jordan 1 Retro High OG Patent Bred,194000,139000,1,1,0,0,0,0,575441-063,160000.0,350000.0,131000.0,115.10791366906474
(GS) Jordan 1 Low SE Ashen Slate and Mystic Navy,225000,109000,0,0,0,0,0,1,553560-414,159000.0,234000.0,143000.0,145.87155963302752
Jordan 1 Retro High OG Rebellionaire,190000,209000,1,1,0,0,0,0,555088-036,235000.0,450000.0,162000.0,112.4401913875598
Jordan 1 Retro High OG Royal Toe,300000,199000,1,1,0,0,0,0,555088-041,730000.0,730000.0,250000.0,366.83417085427135
Jordan 1 x J Balvin Retro High OG,380000,229000,1,1,0,0,0,0,DC3481-900,500000.0,600000.0,323000.0,218.3406113537118
(GS) Jordan 1 Retro High OG Bordeaux,140000,139000,1,1,0,0,0,0,575441-611,120000.0,340000.0,107000.0,86.33093525179856
(GS) Jordan 1 Low Light Smoke Grey,399000,99000,0,0,0,0,0,0,553560-030,442000.0,560000.0,195000.0,446.4646464646465
Jordan 2 x Maison Chateau Rouge Retro SP Orange and Sail,285000,269000,0,1,1,0,0,0,DO5254-180,245000.0,264000.0,245000.0,91.07806691449815
Jordan 11 Retro Low Concord Bred,280000,219000,0,1,0,0,0,0,AV2187-160,300000.0,430000.0,200000.0,136.986301369863
(W) Jordan 1 Mid Championship Red,176000,149000,0,0,0,0,0,0,BQ6472-161,145000.0,279000.0,120000.0,97.31543624161074
Jordan 3 Retro Cardinal Red,210000,239000,0,1,0,0,0,0,CT8532-126,201000.0,352000.0,190000.0,84.10041841004184
Jordan 11 Retro Low 72-10,182000,229000,0,1,0,0,0,0,AV2187-001,182000.0,289000.0,170000.0,79.47598253275109
(W) Jordan 1 Mid Barely Rose,271000,139000,0,0,0,0,0,0,BQ6472-500,280000.0,470000.0,140000.0,201.4388489208633
(W) Jordan 4 Retro Shimmer,270000,229000,0,1,0,0,0,0,DJ0675-200,309000.0,369000.0,220000.0,134.93449781659388
(W) Jordan 1 Mid SE Light Iron Ore,164000,159000,0,0,0,0,0,1,DN4045-001,148000.0,265000.0,135000.0,93.08176100628931
(W) Jordan 1 Mid Habanero Red,264000,139000,0,0,0,0,0,0,BQ6472-116,229000.0,280000.0,120000.0,164.74820143884892
(W) Jordan 1 Retro High OG Seafoam,245000,199000,1,1,0,0,0,0,CD0461-002,263000.0,350000.0,200000.0,132.1608040201005
Jordan 1 Mid White Stealth,138000,149000,0,0,0,0,0,0,554724-135,133000.0,169000.0,129000.0,89.26174496644296
Jordan 1 Element Gore-Tex Light Curry,180000,239000,0,0,0,0,0,0,DB2889-700,210000.0,356000.0,177000.0,87.86610878661088
Jordan 1 Retro High OG Prototype,148000,199000,1,1,0,0,0,0,DC6515-100,143000.0,292000.0,110000.0,71.85929648241206
(GS) Jordan 1 Mid SE Pine Green Light Smoke Grey,229000,127100,0,0,0,0,0,1,DC7248-103,249000.0,339000.0,156000.0,195.9087332808812
Jordan 1 Retro High OG Volt Gold,170000,199000,1,1,0,0,0,0,555088-118,300000.0,315000.0,140000.0,150.75376884422113
Jordan Legacy 312 Low Chicago 2022,140000,169500,0,0,0,0,0,0,CD7069-116,153000.0,249000.0,136000.0,90.2654867256637
Jordan 1 Mid Bred Banned 2020,169000,139000,0,0,0,0,0,0,554724-074,179000.0,269000.0,100000.0,128.77697841726618
Jordan Series x Maison Chateau Rouge Mid SP Sail,169000,129000,0,0,1,0,0,0,DO5247-122,234000.0,234000.0,145000.0,181.3953488372093
Jordan 1 Mid Blue Mint,120000,149000,0,0,0,0,0,0,554724-413,106000.0,168000.0,106000.0,71.14093959731544
(GS) Jordan 1 Low Light Smoke Grey Black,215000,109000,0,0,0,0,0,0,553560-052,236000.0,299000.0,180000.0,216.5137614678899
Jordan 1 Mid White Black Tie-Dye,155000,159000,0,0,0,0,0,0,DM1200-001,155000.0,176000.0,145000.0,97.48427672955975
Jordan 1 Low SE Diamond,154000,139000,0,0,0,0,0,1,DH6931-001,160000.0,370000.0,145000.0,115.10791366906474
(W) Jordan 1 Low SE Utility White Gym Red Black,153000,208600,0,0,0,0,0,1,DD9337-106,160000.0,260000.0,139000.0,76.70182166826463
(W) Jordan 1 Low Aluminum,198000,119000,0,0,0,0,0,0,DC0774-050,195000.0,350000.0,159000.0,163.8655462184874
Jordan 11 Retro Bred 2019,369000,259000,0,1,0,0,0,0,378037-061,209000.0,420000.0,209000.0,80.6949806949807
Jordan 4 x Union Retro SP Desert Moss,340000,299000,0,1,1,0,0,0,DJ5718-300,280000.0,649000.0,260000.0,93.64548494983278
Jordan 1 Retro High Obsidian UNC,649000,208600,0,1,0,0,0,0,555088-140,534000.0,760000.0,380000.0,255.99232981783317
Jordan 1 Low Hyper Royal,355000,119000,0,0,0,0,0,0,553558-124,324000.0,435000.0,160000.0,272.2689075630252
Jordan 2 x Off-White Retro Low SP White and Varsity Red,840000,299000,0,1,1,0,0,0,DJ4375-106,990000.0,1900000.0,600000.0,331.10367892976586
Jordan 4 x Union Retro Off Noir,800000,299000,0,1,0,0,0,0,DC9533-001,680000.0,901000.0,590000.0,227.42474916387957
Jordan 1 Retro High Rookie of the Year,828000,199000,0,1,0,0,0,0,555088-700,750000.0,1200000.0,560000.0,376.88442211055275
Jordan 3 x Fragment Retro SP White Black,549000,239000,0,1,1,0,0,0,DA3595-100,450000.0,900000.0,409000.0,188.28451882845187
Jordan 4 Retro Bred 2019,500000,260700,0,1,0,0,0,0,308497-060,490000.0,559000.0,260000.0,187.95550441120062
Jordan 6 x Travis Scott Retro Olive,490000,309000,0,1,0,0,0,0,CN1084-200,583000.0,820000.0,530000.0,188.67313915857605
(W) Jordan 1 Mid Barely Orange,460000,139000,0,0,0,0,0,0,BQ6472-800,406000.0,700000.0,193000.0,292.0863309352518
Jordan 5 x Off-White Retro SP Sail Fire Red,488000,269000,0,1,1,0,0,0,DH8565-100,650000.0,820000.0,470000.0,241.635687732342
Jordan 1 x Union Retro High Black Toe,2100000,247700,0,1,0,0,0,0,BV1300-106,1150000.0,2800000.0,1150000.0,464.2712959224869
(GS) Jordan 1 Low Black Particle Grey,367000,99000,0,0,0,0,0,0,553560-040,375000.0,470000.0,150000.0,378.7878787878788
Jordan 1 Retro High OG Shadow 2018,430000,208600,1,1,0,0,0,0,555088-013,420000.0,598000.0,420000.0,201.34228187919464
Jordan 1 x Off-White Retro High University Blue,2600000,229000,0,1,0,0,0,0,AQ0818-148,1880000.0,3290000.0,1700000.0,820.9606986899564
(W) Jordan 1 Retro High Satin Black Toe,400000,208600,0,1,0,0,0,0,CD0461-016,420000.0,980000.0,301000.0,201.34228187919464
Jordan 4 Golf White Military Blue,389000,289000,0,0,0,0,0,0,CU9981-101,340000.0,380000.0,280000.0,117.64705882352942
Jordan 1 x Union Retro High Blue Toe,1780000,247700,0,1,0,0,0,0,BV1300-146,1570000.0,2580000.0,1550000.0,633.8312474767864
Jordan 3 Retro OG Black Cement 2018,390000,260700,1,1,0,0,0,0,854262-001,429000.0,470000.0,265000.0,164.55696202531647
Jordan 1 Zoom Air CMFT London,370000,228100,0,0,0,0,0,0,DH4268-001,350000.0,498000.0,310000.0,153.44147303814117
(GS) Jordan 1 Retro High OG Royal Toe,330000,139000,1,1,0,0,0,0,575441-041,359000.0,407000.0,164000.0,258.273381294964
Jordan 1 x Trophy Room Retro High OG SP Chicago,2489000,247700,1,1,1,0,0,0,DA2728-100,2450000.0,4600000.0,2450000.0,989.0997174000807
(GS) Jordan 1 Mid Light Smoke Grey,534000,109000,0,0,0,0,0,0,554725-092,600000.0,793000.0,160000.0,550.4587155963303
Jordan 1 x Dior Low OG,8150000,2700000,1,0,0,0,0,0,CN8608-002,7500000.0,15000000.0,5900000.0,277.77777777777777
Jordan 4 Retro Cool Grey 2019,400000,247700,0,1,0,0,0,0,308497-007,455000.0,489000.0,245000.0,183.68994751715786
Jordan 4 Golf Black Cat,465000,289000,0,0,0,0,0,0,CU9981-001,350000.0,360000.0,295000.0,121.10726643598615
Jordan 1 Retro High OG Reverse Shattered Backboard,1300000,208600,1,1,0,0,0,0,555088-113,1421000.0,1950000.0,1150000.0,681.2080536912752
Jordan 11 Retro Legend Blue 2014,430000,260700,0,1,0,0,0,0,378037-117,410000.0,440000.0,284000.0,157.26889144610664
Jordan 11 Retro Low Bred,460000,221600,0,1,0,0,0,0,528895-012,460000.0,550000.0,320000.0,207.58122743682313
Jordan 13 Retro He Got Game 2018,420000,247700,0,1,0,0,0,0,414571-104,370000.0,490000.0,311000.0,149.37424303593056
Jordan 4 Retro Black Cat 2020,700000,229000,0,1,0,0,0,0,CU1110-010,650000.0,750000.0,173000.0,283.8427947598253
(W) Jordan 2 x Nina Chanel Abney Retro Low SE White and Malachite,389000,269000,0,1,0,0,0,1,DQ0560-160,268000.0,274000.0,259000.0,99.62825278810409
(GS) Jordan 1 Retro High Obsidian UNC,540000,156400,0,1,0,0,0,0,575441-140,749000.0,749000.0,310000.0,478.9002557544757
Jordan 1 Retro High Fearless UNC Chicago,305000,208600,0,1,0,0,0,0,CK5666-100,375000.0,383000.0,190000.0,179.76989453499522
Jordan 1 Mid Black Fire Red,146000,149000,0,0,0,0,0,0,554724-079,143000.0,179000.0,142000.0,95.9731543624161
Jordan 1 Low SE Light Curry,145000,139000,0,0,0,0,0,1,DH6931-102,149000.0,270000.0,140000.0,107.19424460431655
Jordan 4 Retro Motorsports 2017,450000,247700,0,1,0,0,0,0,308497-117,449000.0,555000.0,311000.0,181.26766249495356
Jordan 1.5 Retro Reverse Fragment,430000,195500,0,1,0,0,0,0,768861-106,398000.0,398000.0,339000.0,203.58056265984655
Jordan 1 x Fragment Retro High OG,3800000,241200,1,1,0,0,0,0,716371-040,4100000.0,5500000.0,3900000.0,1699.8341625207295
(W) Jordan 1 Low Light Madder Root,142000,129000,0,0,0,0,0,0,DC0774-800,145000.0,265000.0,120000.0,112.40310077519379
(W) Jordan 1 Retro High Satin Red,308000,189000,0,1,0,0,0,0,CD0461-601,285000.0,509000.0,211000.0,150.79365079365078
Jordan 6 Retro DMP 2020,190000,239000,0,1,0,0,0,0,CT4954-007,257000.0,259000.0,165000.0,107.53138075313808
(GS) Jordan 4 Retro Tour Yellow,190000,169000,0,1,0,0,0,0,408452-700,200000.0,274000.0,125000.0,118.34319526627219
Jordan 1 Retro High OG Electro Orange,188000,199000,1,1,0,0,0,0,555088-180,184000.0,350000.0,164000.0,92.46231155778895
Jordan 13 Retro Bred 2017,295000,247700,0,1,0,0,0,0,414571-004,324000.0,350000.0,223000.0,130.80339119903107
